name,artist,playlist_id,playlist_name
It's Alive!                                                                                                                                                                      ,Deceased…                                       ,80,High-Energy Instrumentals 3
Zombie Attack                                                                                                                                                                    ,Deceased…                                       ,16,High-Energy Mix 4
Ashes of Mourning Life                                                                                                                                                           ,God Macabre                                     ,81,High-Energy Instrumentals 4
In Grief                                                                                                                                                                         ,God Macabre                                     ,5,High-Energy Mix
Suffering Souls                                                                                                                                                                  ,Hypocrisy                                       ,80,High-Energy Instrumentals 3
Exclamation Of A Necrofag                                                                                                                                                        ,Hypocrisy                                       ,110,High-Energy Instrumentals 5
Pleasure Of Molestation                                                                                                                                                          ,Hypocrisy                                       ,80,High-Energy Instrumentals 3
Night Stalker                                                                                                                                                                    ,MACABRE                                         ,5,High-Energy Mix
Dog Guts                                                                                                                                                                         ,MACABRE                                         ,5,High-Energy Mix
Hitchhiker                                                                                                                                                                       ,MACABRE                                         ,150,High-Energy Mix 5
Nekromantik (Prelude) _ Uncontrollable Proliferation of Neoplasm                                                                                                                 ,Haemorrhage                                     ,80,High-Energy Instrumentals 3
Enshrouded In Putrilage                                                                                                                                                          ,Haemorrhage                                     ,110,High-Energy Instrumentals 5
Putritorium                                                                                                                                                                      ,Haemorrhage                                     ,151,High-Energy Mix 6
Evocation                                                                                                                                                                        ,Asphyx                                          ,5,High-Energy Mix
The Sickening Dwell                                                                                                                                                              ,Asphyx                                          ,4,High-Energy Instrumentals
Serenade In Lead                                                                                                                                                                 ,Asphyx                                          ,110,High-Energy Instrumentals 5
Streams of Ancient Wisdom                                                                                                                                                        ,Asphyx                                          ,4,High-Energy Instrumentals
Depths of Eternity                                                                                                                                                               ,Asphyx                                          ,110,High-Energy Instrumentals 5
Emperors of Salvation                                                                                                                                                            ,Asphyx                                          ,110,High-Energy Instrumentals 5
Til Death Do Us Apart                                                                                                                                                            ,Asphyx                                          ,110,High-Energy Instrumentals 5
Embrace the Death                                                                                                                                                                ,Asphyx                                          ,151,High-Energy Mix 6
Streams of Ancient Wisdom                                                                                                                                                        ,Asphyx                                          ,110,High-Energy Instrumentals 5
My Beloved Enemy                                                                                                                                                                 ,Asphyx                                          ,12,High-Energy Instrumentals 2
Frozen Soul                                                                                                                                                                      ,Asphyx                                          ,110,High-Energy Instrumentals 5
Cut Throat Urges                                                                                                                                                                 ,Asphyx                                          ,80,High-Energy Instrumentals 3
Neolithic                                                                                                                                                                        ,Nocturnus                                       ,16,High-Energy Mix 4
Biohazard                                                                                                                                                                        ,Massacre                                        ,111,High-Energy Instrumentals 6
Sea of Silence - remastered 2012                                                                                                                                                 ,Gorement                                        ,110,High-Energy Instrumentals 5
Cries of the Forsaken                                                                                                                                                            ,Brutality                                       ,110,High-Energy Instrumentals 5
Dead Red                                                                                                                                                                         ,Cemetary                                        ,5,High-Energy Mix
Where the Rivers of the Madness Stream                                                                                                                                           ,Cemetary                                        ,110,High-Energy Instrumentals 5
Nightmare Lake                                                                                                                                                                   ,Cemetary                                        ,12,High-Energy Instrumentals 2
Now She Walks with the Shadows                                                                                                                                                   ,Cemetary                                        ,150,High-Energy Mix 5
And Julie Is No More                                                                                                                                                             ,Cemetary                                        ,11,High-Energy Mix 2
Blood Runs from the Altar                                                                                                                                                        ,Grotesque                                       ,5,High-Energy Mix
Submit to Death                                                                                                                                                                  ,Grotesque                                       ,13,High-Energy Mix 3
Angels Blood                                                                                                                                                                     ,Grotesque                                       ,5,High-Energy Mix
Ripped from the Cross                                                                                                                                                            ,Grotesque                                       ,151,High-Energy Mix 6
Corporation Pull-In                                                                                                                                                              ,Terrorizer                                      ,80,High-Energy Instrumentals 3
The Rack                                                                                                                                                                         ,Asphyx                                          ,80,High-Energy Instrumentals 3
Pedigree Butchery                                                                                                                                                                ,Carcass                                         ,151,High-Energy Mix 6
Crucifixation                                                                                                                                                                    ,Deicide                                         ,13,High-Energy Mix 3
Carnage in the Temple of the Damned                                                                                                                                              ,Deicide                                         ,13,High-Energy Mix 3
Exit to Temptation                                                                                                                                                               ,Morgoth                                         ,13,High-Energy Mix 3
The Stench Of Redemption                                                                                                                                                         ,Deicide                                         ,4,High-Energy Instrumentals
Storm Of Stress                                                                                                                                                                  ,Terrorizer                                      ,110,High-Energy Instrumentals 5
Resistance                                                                                                                                                                       ,Morgoth                                         ,151,High-Energy Mix 6
The Art of Sinking                                                                                                                                                               ,Morgoth                                         ,5,High-Energy Mix
Unholy Prophecies                                                                                                                                                                ,Necrophobic                                     ,5,High-Energy Mix
Impending Diabolical Conquest                                                                                                                                                    ,Incantation                                     ,12,High-Energy Instrumentals 2
Nervegasclouds                                                                                                                                                                   ,Vomitory                                        ,13,High-Energy Mix 3
Raped in Their Own Blood                                                                                                                                                         ,Vomitory                                        ,151,High-Energy Mix 6
Pure Death                                                                                                                                                                       ,Vomitory                                        ,151,High-Energy Mix 6
The Voyage                                                                                                                                                                       ,Vomitory                                        ,151,High-Energy Mix 6
Forty Seconds Bloodbath                                                                                                                                                          ,Vomitory                                        ,110,High-Energy Instrumentals 5
Forever in Gloom                                                                                                                                                                 ,Vomitory                                        ,110,High-Energy Instrumentals 5
Revelation Nausea                                                                                                                                                                ,Vomitory                                        ,80,High-Energy Instrumentals 3
The Corpsegrinder Experience                                                                                                                                                     ,Vomitory                                        ,80,High-Energy Instrumentals 3
Beneath The Soil                                                                                                                                                                 ,Vomitory                                        ,4,High-Energy Instrumentals
Return to the Eve                                                                                                                                                                ,Sadistic Intent                                 ,5,High-Energy Mix
Immense Intense Suspense Barricade                                                                                                                                               ,Phlebotomized                                   ,12,High-Energy Instrumentals 2
Desecration of Alleged Christian History                                                                                                                                         ,Phlebotomized                                   ,12,High-Energy Instrumentals 2
Fate of a Devotee & Devoted to God                                                                                                                                               ,Phlebotomized                                   ,80,High-Energy Instrumentals 3
Feces for Jesus                                                                                                                                                                  ,Severe Torture                                  ,4,High-Energy Instrumentals
Blood                                                                                                                                                                            ,Severe Torture                                  ,80,High-Energy Instrumentals 3
Decomposing Bitch                                                                                                                                                                ,Severe Torture                                  ,80,High-Energy Instrumentals 3
Vomit Floods of Christian Remains                                                                                                                                                ,Imprecation                                     ,110,High-Energy Instrumentals 5
Emperor of the Infernal Spirits                                                                                                                                                  ,Imprecation                                     ,151,High-Energy Mix 6
The Throne Is Lost                                                                                                                                                               ,Imprecation                                     ,80,High-Energy Instrumentals 3
Nocturnal Feast of the Luciferians                                                                                                                                               ,Imprecation                                     ,5,High-Energy Mix
The Sixteenth Six-Tooth Son of Fourteen Four Regional Dimensions                                                                                                                 ,Demilich                                        ,80,High-Energy Instrumentals 3
Inherited Rowel Levitation - Reduced Without Any Effort                                                                                                                          ,Demilich                                        ,12,High-Energy Instrumentals 2
The Echo (Replacement)                                                                                                                                                           ,Demilich                                        ,80,High-Energy Instrumentals 3
The Faces Right Below the Skin of the Earth                                                                                                                                      ,Demilich                                        ,12,High-Energy Instrumentals 2
Emptiness of Vanishing                                                                                                                                                           ,Demilich                                        ,12,High-Energy Instrumentals 2
Immortal Coil                                                                                                                                                                    ,Morpheus Descends                               ,80,High-Energy Instrumentals 3
Subordinate to the Domination                                                                                                                                                    ,Pestilence                                      ,5,High-Energy Mix
Tears                                                                                                                                                                            ,Desultory                                       ,151,High-Energy Mix 6
Ineffectual Condition                                                                                                                                                            ,Desecrator                                      ,80,High-Energy Instrumentals 3
Nothing Changes Anything                                                                                                                                                         ,Desecrator                                      ,80,High-Energy Instrumentals 3
Subconscious Release                                                                                                                                                             ,Desecrator                                      ,80,High-Energy Instrumentals 3
Killing Joke                                                                                                                                                                     ,Desecrator                                      ,81,High-Energy Instrumentals 4
Suspended Animation                                                                                                                                                              ,Pestilence                                      ,13,High-Energy Mix 3
Ominous Lamentation                                                                                                                                                              ,General Surgery                                 ,12,High-Energy Instrumentals 2
Slithering Maceration of Ulcerous Facial Tissue                                                                                                                                  ,General Surgery                                 ,80,High-Energy Instrumentals 3
Grotesque Laceration of Mortified Flesh                                                                                                                                          ,General Surgery                                 ,80,High-Energy Instrumentals 3
Overlord                                                                                                                                                                         ,Liers In Wait                                   ,110,High-Energy Instrumentals 5
Bleeding Shrines of Stone                                                                                                                                                        ,Liers In Wait                                   ,5,High-Energy Mix
Impaled Existence                                                                                                                                                                ,Malevolent Creation                             ,13,High-Energy Mix 3
Blind                                                                                                                                                                            ,Sororicide                                      ,110,High-Energy Instrumentals 5
Martyr                                                                                                                                                                           ,Fear Factory                                    ,16,High-Energy Mix 4
Leechmaster                                                                                                                                                                      ,Fear Factory                                    ,80,High-Energy Instrumentals 3
Scapegoat                                                                                                                                                                        ,Fear Factory                                    ,110,High-Energy Instrumentals 5
Demanufacture                                                                                                                                                                    ,Fear Factory                                    ,5,High-Energy Mix
Demon Of The Fall                                                                                                                                                                ,Opeth                                           ,12,High-Energy Instrumentals 2
April Ethereal                                                                                                                                                                   ,Opeth                                           ,4,High-Energy Instrumentals
Unholy Blasphemies                                                                                                                                                               ,Morbid Angel                                    ,151,High-Energy Mix 6
The Ancient Ones                                                                                                                                                                 ,Morbid Angel                                    ,11,High-Energy Mix 2
Vengeance Is Mine                                                                                                                                                                ,Morbid Angel                                    ,11,High-Energy Mix 2
Dominate                                                                                                                                                                         ,Morbid Angel                                    ,13,High-Energy Mix 3
Nothing but Fear                                                                                                                                                                 ,Morbid Angel                                    ,151,High-Energy Mix 6
Heaving Earth                                                                                                                                                                    ,Morbid Angel                                    ,80,High-Energy Instrumentals 3
Prayer of Hatred                                                                                                                                                                 ,Morbid Angel                                    ,80,High-Energy Instrumentals 3
Nothing Is Not                                                                                                                                                                   ,Morbid Angel                                    ,150,High-Energy Mix 5
Summoning Redemption                                                                                                                                                             ,Morbid Angel                                    ,16,High-Energy Mix 4
"Ageless, Still I Am                                                                                                                                                            ",Morbid Angel                                    ,151,High-Energy Mix 6
Sold Baptism                                                                                                                                                                     ,Morgoth                                         ,151,High-Energy Mix 6
Ceremonial Void                                                                                                                                                                  ,Monstrosity                                     ,151,High-Energy Mix 6
Wolf Among Sheep                                                                                                                                                                 ,Broken Hope                                     ,151,High-Energy Mix 6
Severe Burns - Drowned Demo '89                                                                                                                                                  ,Nihilist                                        ,12,High-Energy Instrumentals 2
Vermin - Remixed & Remastered                                                                                                                                                    ,Asphyx                                          ,13,High-Energy Mix 3
At Horizon's End                                                                                                                                                                 ,Runemagick                                      ,110,High-Energy Instrumentals 5
The Black Wall                                                                                                                                                                   ,Runemagick                                      ,4,High-Energy Instrumentals
Enter the Realm of Death                                                                                                                                                         ,Runemagick                                      ,110,High-Energy Instrumentals 5
Longing for Hades                                                                                                                                                                ,Runemagick                                      ,111,High-Energy Instrumentals 6
Devoured Fears                                                                                                                                                                   ,Morta Skuld                                     ,13,High-Energy Mix 3
"And Here I Die, Satisfied - remastered 2001                                                                                                                                    ",Grave                                           ,111,High-Energy Instrumentals 6
The Rack - Remixed & Remastered                                                                                                                                                  ,Asphyx                                          ,5,High-Energy Mix
Christhammer                                                                                                                                                                     ,Angelcorpse                                     ,110,High-Energy Instrumentals 5
Wartorn                                                                                                                                                                          ,Angelcorpse                                     ,110,High-Energy Instrumentals 5
Into The Storm Of Steel                                                                                                                                                          ,Angelcorpse                                     ,4,High-Energy Instrumentals
Consecration                                                                                                                                                                     ,Angelcorpse                                     ,12,High-Energy Instrumentals 2
Funeral Bitch - Original Un-Triggered Mix                                                                                                                                        ,Master                                          ,110,High-Energy Instrumentals 5
Darkest Dream                                                                                                                                                                    ,Monstrosity                                     ,151,High-Energy Mix 6
Battle ground                                                                                                                                                                    ,Vital Remains                                   ,151,High-Energy Mix 6
Pulsating Protoplasma                                                                                                                                                            ,Pungent Stench                                  ,110,High-Energy Instrumentals 5
A Mental Sequence                                                                                                                                                                ,Disharmonic Orchestra                           ,4,High-Energy Instrumentals
Turning Back - remastered 2003                                                                                                                                                   ,Grave                                           ,12,High-Energy Instrumentals 2
Burning Casket                                                                                                                                                                   ,Cancer                                          ,5,High-Energy Mix
The Dead Half                                                                                                                                                                    ,Broken Hope                                     ,81,High-Energy Instrumentals 4
Dilation And Extraction                                                                                                                                                          ,Broken Hope                                     ,80,High-Energy Instrumentals 3
Grind Box                                                                                                                                                                        ,Broken Hope                                     ,111,High-Energy Instrumentals 6
Chewed To Stubs                                                                                                                                                                  ,Broken Hope                                     ,80,High-Energy Instrumentals 3
Engorged With Impiety                                                                                                                                                            ,Broken Hope                                     ,12,High-Energy Instrumentals 2
Swallowed Whole                                                                                                                                                                  ,Broken Hope                                     ,22,Acoustic Instrumentals 2
Erotic Zoophilism                                                                                                                                                                ,Broken Hope                                     ,80,High-Energy Instrumentals 3
Pitbull Grin                                                                                                                                                                     ,Broken Hope                                     ,110,High-Energy Instrumentals 5
Into The Necrosphere                                                                                                                                                             ,Broken Hope                                     ,80,High-Energy Instrumentals 3
Essence Of Human Pain                                                                                                                                                            ,Broken Hope                                     ,22,Acoustic Instrumentals 2
The Internal Twin                                                                                                                                                                ,Broken Hope                                     ,4,High-Energy Instrumentals
Penis Envy                                                                                                                                                                       ,Broken Hope                                     ,4,High-Energy Instrumentals
For Only The Sick                                                                                                                                                                ,Broken Hope                                     ,4,High-Energy Instrumentals
Freezer Burnt                                                                                                                                                                    ,Broken Hope                                     ,12,High-Energy Instrumentals 2
Imprimis Obscurity                                                                                                                                                               ,Broken Hope                                     ,22,Acoustic Instrumentals 2
Captain Howdy                                                                                                                                                                    ,Broken Hope                                     ,111,High-Energy Instrumentals 6
Sin                                                                                                                                                                              ,Seance                                          ,12,High-Energy Instrumentals 2
Necronomicon                                                                                                                                                                     ,Seance                                          ,4,High-Energy Instrumentals
Soulerosion                                                                                                                                                                      ,Seance                                          ,4,High-Energy Instrumentals
13th Moon                                                                                                                                                                        ,Seance                                          ,4,High-Energy Instrumentals
The Rite of Sunshine                                                                                                                                                             ,Convulse                                        ,12,High-Energy Instrumentals 2
The Green Is Grey                                                                                                                                                                ,Convulse                                        ,80,High-Energy Instrumentals 3
Years of Decay                                                                                                                                                                   ,Convulse                                        ,4,High-Energy Instrumentals
Putrid Intercourse                                                                                                                                                               ,Convulse                                        ,110,High-Energy Instrumentals 5
Incantation of Restoration                                                                                                                                                       ,Convulse                                        ,80,High-Energy Instrumentals 3
Blasphemous Verses                                                                                                                                                               ,Convulse                                        ,12,High-Energy Instrumentals 2
Heroes in Goldy Blaze                                                                                                                                                            ,Adramelech                                      ,80,High-Energy Instrumentals 3
Psychostasia                                                                                                                                                                     ,Adramelech                                      ,80,High-Energy Instrumentals 3
As the Gods Succumed                                                                                                                                                             ,Adramelech                                      ,80,High-Energy Instrumentals 3
Deadsoul                                                                                                                                                                         ,Demigod                                         ,110,High-Energy Instrumentals 5
The Forlorn                                                                                                                                                                      ,Demigod                                         ,110,High-Energy Instrumentals 5
Fear Obscures from Within                                                                                                                                                        ,Demigod                                         ,4,High-Energy Instrumentals
The Putrefying Road in the Ninteenth Extremity                                                                                                                                   ,Demilich                                        ,110,High-Energy Instrumentals 5
(within) The Chamber of Whispering Eyes                                                                                                                                          ,Demilich                                        ,4,High-Energy Instrumentals
Suffocated Beginning of Life - remastered 2008                                                                                                                                   ,Sentenced                                       ,5,High-Energy Mix
Jesus Is Dead!                                                                                                                                                                   ,Altar                                           ,4,High-Energy Instrumentals
Throne of Fire                                                                                                                                                                   ,Altar                                           ,4,High-Energy Instrumentals
Divorced from God                                                                                                                                                                ,Altar                                           ,4,High-Energy Instrumentals
Hypochristianity                                                                                                                                                                 ,Altar                                           ,4,High-Energy Instrumentals
Forced Imprudence                                                                                                                                                                ,Altar                                           ,13,High-Energy Mix 3
Psycho Damn                                                                                                                                                                      ,Altar                                           ,80,High-Energy Instrumentals 3
Cleaning Day                                                                                                                                                                     ,Altar                                           ,111,High-Energy Instrumentals 6
I Take                                                                                                                                                                           ,Altar                                           ,5,High-Energy Mix
Ego Art                                                                                                                                                                          ,Altar                                           ,5,High-Energy Mix
The Underworld                                                                                                                                                                   ,Cartilage                                       ,16,High-Energy Mix 4
Afterlife Sorrow (Infernal Paradise II)                                                                                                                                          ,Cartilage                                       ,13,High-Energy Mix 3
Why Do I Watch the Dawn                                                                                                                                                          ,Cartilage                                       ,110,High-Energy Instrumentals 5
Ether Depression                                                                                                                                                                 ,Cartilage                                       ,151,High-Energy Mix 6
Crown Waits the Immortal                                                                                                                                                         ,Purtenance                                      ,12,High-Energy Instrumentals 2
